sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag,coil
1,Bx,0.14355999999999966,-11.213699999999998,0.9948431727976187,0.05777932156057212,4,0.0,15.0,ET6VK2,r14
1,By,-0.06769999999999982,4.506999999999998,0.999620504118839,0.007373940601876261,4,0.0,15.0,ET6VK2,r14
1,Bz,0.16932000000000016,26.247600000000006,0.9879098501315637,0.10471055343182996,4,0.0,15.0,ET6VK2,r14
2,Bx,0.15741999999999945,-13.826899999999995,0.9996447902775739,0.01658839956113939,4,0.0,15.0,ET6QKM,r14
2,By,-0.12604000000000018,-6.5607000000000015,0.9999688793859671,0.003930648801407293,4,0.0,15.0,ET6QKM,r14
2,Bz,0.18362000000000053,25.5001,0.9962366492759207,0.06308862813534609,4,0.0,15.0,ET6QKM,r14
3,Bx,0.1410599999999994,-20.7017,0.9842961958374072,0.09960208331154564,4,0.0,15.0,ET5CK4,r14
3,By,-0.07308000000000009,-4.282399999999999,0.9983084025080864,0.016816658407662353,4,0.0,15.0,ET5CK4,r14
3,Bz,0.11928000000000008,25.321900000000003,0.9554277806399694,0.14402100541240515,4,0.0,15.0,ET5CK4,r14
4,Bx,0.14271999999999968,-14.8164,0.9912747183609653,0.07485185368446079,4,0.0,15.0,D8FKL5,r14
4,By,-0.053239999999999954,2.377299999999999,0.999284195326117,0.007965550828411034,4,0.0,15.0,D8FKL5,r14
4,Bz,0.12890000000000051,25.925000000000004,0.9884034348295522,0.07805046444448686,4,0.0,15.0,D8FKL5,r14
5,Bx,-0.03640000000000038,-33.060500000000005,0.9044095563139936,0.06615323121359919,4,0.0,15.0,D8FK84,r14
5,By,-0.19258,-1.7434000000000016,0.9995449108884441,0.0229711775928008,4,0.0,15.0,D8FK84,r14
5,Bz,0.09578000000000012,22.436400000000003,0.9807156530148284,0.0750811227939482,4,0.0,15.0,D8FK84,r14
6,Bx,-0.17028000000000024,-27.148899999999998,0.9961400638842762,0.05925411378123796,4,0.0,15.0,ET6SJ2,r14
6,By,-0.16559999999999997,5.401999999999998,0.998772192461017,0.03245766473423474,4,0.0,15.0,ET6SJ2,r14
6,Bz,0.15624000000000085,22.543199999999988,0.9942117836573988,0.06664232889087916,4,0.0,15.0,ET6SJ2,r14
7,Bx,-0.18290000000000006,-2.2649999999999997,0.9964794192823136,0.06077314373964852,4,0.0,15.0,ET6QMT,r14
7,By,0.09216000000000012,3.6678,0.9984944756057648,0.02000499937515622,4,0.0,15.0,ET6QMT,r14
7,Bz,0.14242000000000032,25.329599999999996,0.9999776374476125,0.0037649701194019964,4,0.0,15.0,ET6QMT,r14
8,Bx,-0.15632000000000007,-3.5941,0.9803826084947008,0.12361249936798445,4,0.0,15.0,ET6NV9,r14
8,By,0.014579999999999595,-17.353099999999994,0.9499262675282196,0.018712963421115242,4,0.0,15.0,ET6NV9,r14
8,Bz,0.1623400000000006,22.240199999999998,0.9906392672608836,0.08821606996460489,4,0.0,15.0,ET6NV9,r14
9,Bx,-0.16133999999999998,-1.0022000000000006,0.977036218125345,0.13827174331728076,4,0.0,15.0,ET6Q05,r14
9,By,0.017439999999999962,-13.9148,0.9912191052247361,0.009176055797563866,4,0.0,15.0,ET6Q05,r14
9,Bz,0.13340000000000019,26.224499999999995,0.9915180652862483,0.06897282073396632,4,0.0,15.0,ET6Q05,r14
10,Bx,0.014020000000000364,14.3126,0.5174957217702659,0.07567810119182433,4,0.0,15.0,F47PQM,r14
10,By,-0.10707999999999995,1.6970999999999994,0.9983531968543427,0.024311519903124138,4,0.0,15.0,F47PQM,r14
10,Bz,0.15432000000000057,17.256599999999995,0.9950079016822159,0.061104827959827315,4,0.0,15.0,F47PQM,r14
11,Bx,0.13453999999999997,-16.040300000000002,0.9939848933722485,0.058507050857140454,4,0.0,15.0,F47MNY,r14
11,By,-0.04747999999999995,2.9480999999999993,0.9946482651512477,0.019469206455323282,4,0.0,15.0,F47MNY,r14
11,Bz,0.145920000000001,25.448599999999992,0.9915214913163013,0.07543076295517605,4,0.0,15.0,F47MNY,r14
12,Bx,-0.15992,-1.3606,0.9678494117761037,0.16293649069499433,4,0.0,15.0,ET5A8J,r14
12,By,0.01287999999999976,-14.768599999999998,0.9706422018348625,0.012521980673998834,4,0.0,15.0,ET5A8J,r14
12,Bz,0.15257999999999994,22.947900000000004,0.9870678424653611,0.09763029755152987,4,0.0,15.0,ET5A8J,r14
13,Bx,-0.07679999999999929,12.450999999999997,0.9943276069946028,0.03242684073418177,4,0.0,15.0,F47OYK,r14
13,By,-0.10050000000000035,-10.149999999999999,0.9990018141819534,0.0177588006351784,4,0.0,15.0,F47OYK,r14
13,Bz,0.1285400000000007,19.116199999999996,0.9898033288958756,0.07293198886634113,4,0.0,15.0,F47OYK,r14
