sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag,coil
1,Bx,1.1738999999999995,-11.64399999999999,0.9998657317705356,0.07604521681210438,4,0.0,15.0,ET6VK2,r15
1,By,-1.2852999999999997,4.46099999999999,0.9999951404479489,0.01583903406145755,4,0.0,15.0,ET6VK2,r15
1,Bz,0.6215600000000003,26.3043,0.9997554277067131,0.0543456530000355,4,0.0,15.0,ET6VK2,r15
2,Bx,1.3693599999999992,-14.557199999999986,0.9999909691086689,0.023004347415217393,4,0.0,15.0,ET6QKM,r15
2,By,-1.7415399999999999,-6.619200000000011,0.9999994874978906,0.0069695767446811465,4,0.0,15.0,ET6QKM,r15
2,Bz,0.3301400000000011,25.716700000000003,0.9960597667921174,0.11607572959064258,4,0.0,15.0,ET6QKM,r15
3,Bx,1.2857799999999997,-20.67409999999999,0.999879045634801,0.07905488599700858,4,0.0,15.0,ET5CK4,r15
3,By,-1.07944,-4.321700000000003,0.9999903755737692,0.01872030982649686,4,0.0,15.0,ET5CK4,r15
3,Bz,0.2969800000000005,25.324400000000004,0.9972971505430754,0.08642728157242921,4,0.0,15.0,ET5CK4,r15
4,Bx,1.1639999999999995,-15.16699999999999,0.9999467677515733,0.047476309881877204,4,0.0,15.0,D8FKL5,r15
4,By,-1.0519199999999997,2.3703999999999934,0.9999973741539419,0.009528903399657649,4,0.0,15.0,D8FKL5,r15
4,Bz,0.5882800000000009,25.5199,0.9999935228025322,0.008369587803471178,4,0.0,15.0,D8FKL5,r15
5,Bx,-0.8951600000000013,-34.0648,0.9996892780972507,0.08822244612342056,4,0.0,15.0,D8FK84,r15
5,By,-1.8719999999999994,-1.7680000000000127,0.9999940280873844,0.02557342370508857,4,0.0,15.0,D8FK84,r15
5,Bz,-0.04559999999999963,22.192500000000003,0.7542898931770903,0.14548969035639567,4,0.0,15.0,D8FK84,r15
6,Bx,-2.1870400000000005,-27.100699999999996,0.9999932934937514,0.031661490805077984,4,0.0,15.0,ET6SJ2,r15
6,By,-1.5709999999999997,5.290499999999989,0.9999988039110902,0.009604686356150001,4,0.0,15.0,ET6SJ2,r15
6,Bz,-0.10051999999999922,22.676899999999996,0.942701832061752,0.1385353745438332,4,0.0,15.0,ET6SJ2,r15
7,Bx,-1.5205999999999997,-2.603500000000011,0.9999891326605842,0.02802231253840437,4,0.0,15.0,ET6QMT,r15
7,By,1.3826200000000002,3.620100000000006,0.9999909243057755,0.023284651597136365,4,0.0,15.0,ET6QMT,r15
7,Bz,0.3921000000000006,25.016999999999996,0.9999930533638637,0.005777110004145583,4,0.0,15.0,ET6QMT,r15
8,Bx,-1.1597199999999996,-3.817100000000005,0.999878861070678,0.07135860144369525,4,0.0,15.0,ET6NV9,r15
8,By,0.9088199999999997,-17.45189999999999,0.9998933448767673,0.052470706113029876,4,0.0,15.0,ET6NV9,r15
8,Bz,0.8159000000000001,22.08150000000001,0.9994523776577279,0.10676317248939521,4,0.0,15.0,ET6NV9,r15
9,Bx,-1.0536399999999997,-1.1572000000000062,0.999886826682148,0.06266338643897233,4,0.0,15.0,ET6Q05,r15
9,By,0.6844399999999996,-13.988299999999994,0.9999686163220194,0.02143478481347568,4,0.0,15.0,ET6Q05,r15
9,Bz,0.5645399999999999,26.085200000000004,0.9999899017481892,0.010028708790267092,4,0.0,15.0,ET6Q05,r15
10,Bx,-0.7421999999999995,13.846499999999995,0.9993337204833994,0.10713192801401465,4,0.0,15.0,F47PQM,r15
10,By,-0.7087999999999998,1.7844999999999955,0.9999359114243339,0.03172144385112379,4,0.0,15.0,F47PQM,r15
10,Bz,0.8129000000000002,17.2375,0.9997969983934198,0.0647524130824491,4,0.0,15.0,F47PQM,r15
11,Bx,1.1168399999999994,-16.246799999999986,0.9999272432464942,0.05325598557908759,4,0.0,15.0,F47MNY,r15
11,By,-0.8885399999999998,2.9687999999999946,0.9999812108186501,0.02153079190369026,4,0.0,15.0,F47MNY,r15
11,Bz,0.5347600000000003,25.606800000000007,0.9976203819805909,0.14600068492989926,4,0.0,15.0,F47MNY,r15
12,Bx,-1.0758200000000002,-1.9456000000000087,0.9996200287376902,0.11725261191120616,4,0.0,15.0,ET5A8J,r15
12,By,0.8062399999999996,-14.825799999999996,0.9999651372149893,0.02661202735606571,4,0.0,15.0,ET5A8J,r15
12,Bz,0.7109400000000001,22.912700000000008,0.9998181970641801,0.05359174376711426,4,0.0,15.0,ET5A8J,r15
13,Bx,-1.0184599999999995,11.83869999999999,0.9999818116549204,0.024281165540393803,4,0.0,15.0,F47OYK,r15
13,By,-0.41750000000000026,-10.130500000000005,0.9999448587185944,0.01733133001243675,4,0.0,15.0,F47OYK,r15
13,Bz,0.6452000000000001,18.859500000000008,0.9998157554863756,0.048961719741039376,4,0.0,15.0,F47OYK,r15
