sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag,coil
1,Bx,-0.2665200000000003,-14.317600000000002,0.9904018253767389,0.14667071964096925,4,0.0,15.0,ET6VK2,r8
1,By,-0.2288799999999998,17.1971,0.9991546579791837,0.037216259887313585,4,0.0,15.0,ET6VK2,r8
1,Bz,-0.4542599999999996,23.446699999999996,0.9988095030998881,0.0876702629173659,4,0.0,15.0,ET6VK2,r8
2,Bx,-0.34538000000000046,-15.032400000000003,0.9907411142729412,0.18664719392479628,4,0.0,15.0,ET6QKM,r8
2,By,0.05198000000000001,6.665400000000001,0.9989627045401271,0.009363492938001447,4,0.0,15.0,ET6QKM,r8
2,Bz,-0.5069599999999995,26.885699999999996,0.9999840070067862,0.01133357842872196,4,0.0,15.0,ET6QKM,r8
3,Bx,-0.17950000000000058,-20.9025,0.9464396842664113,0.23870667146102123,4,0.0,15.0,ET5CK4,r8
3,By,-0.0232199999999997,8.947899999999995,0.9591183847727466,0.02679878728599524,4,0.0,15.0,ET5CK4,r8
3,Bz,-0.6244799999999994,26.314099999999996,0.999546265389657,0.07437775204992392,4,0.0,15.0,ET5CK4,r8
4,Bx,-0.21222000000000013,-17.4381,0.988554788960665,0.12765059733506862,4,0.0,15.0,D8FKL5,r8
4,By,-0.23971999999999977,14.4359,0.9993016083236068,0.03542668485760416,4,0.0,15.0,D8FKL5,r8
4,Bz,-0.5349599999999993,23.66369999999999,0.9982928535172051,0.12366668912848013,4,0.0,15.0,D8FKL5,r8
5,Bx,0.2569399999999995,-19.33279999999999,0.9940292384021553,0.11131969726872162,4,0.0,15.0,D8FK84,r8
5,By,0.32378,2.4209000000000014,0.988318436521136,0.19677823812606915,4,0.0,15.0,D8FK84,r8
5,Bz,-0.5390799999999991,26.360099999999992,0.9989135776097585,0.09938334870590647,4,0.0,15.0,D8FK84,r8
6,Bx,0.36043999999999976,-12.7003,0.999266666510784,0.05458433841313812,4,0.0,15.0,ET6SJ2,r8
6,By,0.23576000000000003,5.1183000000000005,0.973946525683358,0.21555614117904434,4,0.0,15.0,ET6SJ2,r8
6,Bz,-0.48411999999999955,27.36989999999999,0.9995572697969785,0.05695656239626888,4,0.0,15.0,ET6SJ2,r8
7,Bx,0.3343399999999999,-6.079299999999998,0.9786611948674813,0.27598292519646933,4,0.0,15.0,ET6QMT,r8
7,By,-0.011080000000000215,-10.1844,0.531861504869519,0.058110240061455036,4,0.0,15.0,ET6QMT,r8
7,Bz,-0.5680399999999989,26.25479999999999,0.9999943769394817,0.007529940238807178,4,0.0,15.0,ET6QMT,r8
8,Bx,0.28835999999999984,-6.284199999999999,0.9332008671979858,0.43127856427139943,4,0.0,15.0,ET6NV9,r8
8,By,0.3909999999999989,-29.566999999999993,0.9995562438669048,0.046054315758677175,4,0.0,15.0,ET6NV9,r8
8,Bz,-0.27723999999999954,16.374799999999997,0.9948324122854203,0.11169914950437188,4,0.0,15.0,ET6NV9,r8
9,Bx,0.1838599999999999,-3.4146999999999985,0.8576393852711162,0.4187500149253729,4,0.0,15.0,ET6Q05,r8
9,By,0.4516199999999991,-26.11989999999999,0.9997029838395929,0.04351637622780635,4,0.0,15.0,ET6Q05,r8
9,Bz,-0.40283999999999937,21.23279999999999,0.9986339225148019,0.08328985532464324,4,0.0,15.0,ET6Q05,r8
10,Bx,-0.5283599999999993,28.318199999999994,0.9991475865910069,0.08627108437941426,4,0.0,15.0,F47PQM,r8
10,By,0.16176000000000001,0.7073000000000003,0.9692229325183153,0.16113798434881824,4,0.0,15.0,F47PQM,r8
10,Bz,-0.1334599999999999,8.538199999999998,0.9963000646950578,0.04546509650270212,4,0.0,15.0,F47PQM,r8
11,Bx,-0.15246000000000046,-16.853799999999996,0.9914723331462494,0.07904160296957356,4,0.0,15.0,F47MNY,r8
11,By,-0.25549999999999945,15.240499999999992,0.9986963757710456,0.051603052235307895,4,0.0,15.0,F47MNY,r8
11,Bz,-0.5500599999999998,23.365699999999993,0.9995096025378425,0.06811075539149436,4,0.0,15.0,F47MNY,r8
12,Bx,0.2617399999999999,-4.727299999999999,0.9272172123174406,0.4099385014852838,4,0.0,15.0,ET5A8J,r8
12,By,0.43709999999999977,-26.5895,0.999840177468948,0.030892960363164097,4,0.0,15.0,ET5A8J,r8
12,Bz,-0.3464999999999993,17.86549999999999,0.9956927764663839,0.12739848900202927,4,0.0,15.0,ET5A8J,r8
13,Bx,-0.4448799999999996,25.156099999999995,0.9702556238762688,0.4354389164969068,4,0.0,15.0,F47OYK,r8
13,By,0.3420799999999998,-15.343099999999994,0.9877261860186689,0.2131690643597241,4,0.0,15.0,F47OYK,r8
13,Bz,-0.21145999999999987,11.350700000000002,0.997319926931105,0.061278666760954136,4,0.0,15.0,F47OYK,r8
