sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag,coil
1,Bx,-0.4838400000000005,-13.049700000000003,0.9987942577180009,0.0939757947558837,4,0.0,15.0,ET6VK2,r2
1,By,0.4789,4.422000000000003,0.9996681215588697,0.04877883762452782,4,0.0,15.0,ET6VK2,r2
1,Bz,-0.1841399999999997,26.056299999999997,0.9968572639653783,0.057797707566997605,4,0.0,15.0,ET6VK2,r2
2,Bx,-0.35820000000000013,-13.853000000000007,0.9982792286667085,0.08313543167627128,4,0.0,15.0,ET6QKM,r2
2,By,0.4251599999999997,-6.536699999999996,0.9995828363465457,0.04855357865286552,4,0.0,15.0,ET6QKM,r2
2,Bz,-0.014999999999999477,25.612499999999997,0.3167443746199008,0.12315538965063663,4,0.0,15.0,ET6QKM,r2
3,Bx,-0.2817800000000009,-21.9914,0.9980362359699493,0.06987256256929376,4,0.0,15.0,ET5CK4,r2
3,By,0.5402999999999997,-4.356999999999995,0.9999892712985842,0.009893179468704735,4,0.0,15.0,ET5CK4,r2
3,Bz,-0.02709999999999936,24.889499999999995,0.5708722317659936,0.13134639317468955,4,0.0,15.0,ET5CK4,r2
4,Bx,-0.47008000000000033,-15.8604,0.9990026863438569,0.08302891062756454,4,0.0,15.0,D8FKL5,r2
4,By,0.5165399999999999,2.348700000000002,0.999925097876932,0.024991498554508648,4,0.0,15.0,D8FKL5,r2
4,Bz,-0.20213999999999907,25.318799999999996,0.9886083161829403,0.12129952596774542,4,0.0,15.0,D8FKL5,r2
5,Bx,0.23431999999999903,-31.38489999999999,0.9897432162780195,0.13334560360206946,4,0.0,15.0,D8FK84,r2
5,By,0.3064399999999999,-1.601799999999998,0.9988968906609712,0.05692714642417981,4,0.0,15.0,D8FK84,r2
5,Bz,0.08018000000000061,22.147899999999993,0.9959810211790529,0.0284723550132406,4,0.0,15.0,D8FK84,r2
6,Bx,0.4301199999999991,-26.986399999999996,0.9984929732142992,0.09341199066500948,4,0.0,15.0,ET6SJ2,r2
6,By,0.15390000000000006,5.550499999999999,0.9970521027825526,0.046780070542913534,4,0.0,15.0,ET6SJ2,r2
6,Bz,0.0857800000000005,22.648899999999994,0.9310296379918163,0.13051503744779772,4,0.0,15.0,ET6SJ2,r2
7,Bx,0.2050199999999999,-3.2228999999999983,0.9988770653472513,0.038427529194576066,4,0.0,15.0,ET6QMT,r2
7,By,-0.4895799999999998,3.545099999999996,0.9999486459970782,0.019613133354974173,4,0.0,15.0,ET6QMT,r2
7,Bz,-0.0548199999999996,24.9819,0.8613770074551367,0.1229376874680826,4,0.0,15.0,ET6QMT,r2
8,Bx,0.4136799999999998,-4.142099999999997,0.9986112691196047,0.08623833254417673,4,0.0,15.0,ET6NV9,r2
8,By,-0.40078000000000047,-17.439899999999998,0.9994300164387895,0.0535039718151832,4,0.0,15.0,ET6NV9,r2
8,Bz,-0.3427799999999993,21.96059999999999,0.9999891948382578,0.006298809411309973,4,0.0,15.0,ET6NV9,r2
9,Bx,0.2854199999999999,-1.7463999999999984,0.9982657473334531,0.06650319541194985,4,0.0,15.0,ET6Q05,r2
9,By,-0.5338800000000002,-14.006400000000003,0.9996827927170272,0.05316295702836832,4,0.0,15.0,ET6Q05,r2
9,Bz,-0.4213399999999995,26.013799999999993,0.9979716565145794,0.1061865104427121,4,0.0,15.0,ET6Q05,r2
10,Bx,0.17419999999999988,15.674500000000005,0.9955014583977413,0.06546182093403727,4,0.0,15.0,F47PQM,r2
10,By,0.36996,1.973300000000001,0.9998014398851626,0.02914532552571682,4,0.0,15.0,F47PQM,r2
10,Bz,-0.5927599999999994,17.06469999999999,0.9997249015640718,0.05496771779872277,4,0.0,15.0,F47PQM,r2
11,Bx,-0.3195600000000001,-15.963799999999999,0.9971377650917298,0.09570893375228762,4,0.0,15.0,F47MNY,r2
11,By,0.5720799999999999,3.0304000000000015,0.9999121258075299,0.029979993328885613,4,0.0,15.0,F47MNY,r2
11,Bz,-0.21549999999999972,25.3445,0.9882470732062849,0.1313749405328117,4,0.0,15.0,F47MNY,r2
12,Bx,0.3795199999999998,-3.4913999999999965,0.9888507481671767,0.22527716262417713,4,0.0,15.0,ET5A8J,r2
12,By,-0.45717999999999975,-14.765400000000003,0.998915288481555,0.08421802063691594,4,0.0,15.0,ET5A8J,r2
12,Bz,-0.3827799999999996,22.679599999999997,0.9973473487857176,0.11035476881403877,4,0.0,15.0,ET5A8J,r2
13,Bx,0.8344599999999998,8.027800000000012,0.7944324062084847,2.372899718698622,4,0.0,15.0,F47OYK,r2
13,By,0.16146000000000002,-9.8987,0.9998170445141313,0.01220962734894019,4,0.0,15.0,F47OYK,r2
13,Bz,-0.5945999999999995,18.472499999999997,0.9945122707831533,0.2469114213640182,4,0.0,15.0,F47OYK,r2
