sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag,coil
1,Bx,0.4494999999999994,-14.454999999999993,0.9996187155661957,0.049075197401539025,4,0.0,15.0,ET6VK2,r9
1,By,-0.18197999999999978,17.135599999999997,0.9996255379631809,0.01968946418773102,4,0.0,15.0,ET6VK2,r9
1,Bz,-0.31365999999999955,23.5737,0.9995293822085903,0.038047010395035524,4,0.0,15.0,ET6VK2,r9
2,Bx,0.4775999999999992,-15.010499999999992,0.9989794284175493,0.08533610021555979,4,0.0,15.0,ET6QKM,r9
2,By,0.004539999999999986,6.603199999999999,0.5464658783604701,0.023120878011009652,4,0.0,15.0,ET6QKM,r9
2,Bz,-0.369939999999999,27.07779999999999,0.9967762843586588,0.11760771658356424,4,0.0,15.0,ET6QKM,r9
3,Bx,0.4151399999999996,-20.643299999999996,0.9990847812800686,0.07023941201348387,4,0.0,15.0,ET5CK4,r9
3,By,-0.02295999999999988,8.943199999999997,0.9064238355938268,0.04123954412939113,4,0.0,15.0,ET5CK4,r9
3,Bz,-0.19401999999999872,26.406399999999987,0.9988785868670352,0.036341092443678634,4,0.0,15.0,ET5CK4,r9
4,Bx,0.4259199999999996,-17.57839999999999,0.9988952410151772,0.07918206867719545,4,0.0,15.0,D8FKL5,r9
4,By,-0.13767999999999944,14.375099999999996,0.997731151423178,0.03670217977177894,4,0.0,15.0,D8FKL5,r9
4,Bz,-0.23743999999999948,23.626799999999992,0.9940953111250856,0.1022971162838919,4,0.0,15.0,D8FKL5,r9
5,Bx,0.3007599999999995,-19.369199999999992,0.9991288450905992,0.049645745034191724,4,0.0,15.0,D8FK84,r9
5,By,-0.24833999999999992,2.1962999999999986,0.9989226565199103,0.04559139173133456,4,0.0,15.0,D8FK84,r9
5,Bz,-0.21067999999999878,26.217599999999997,0.9986476764431076,0.043339358555474654,4,0.0,15.0,D8FK84,r9
6,Bx,0.1885199999999996,-12.7784,0.9979348859651901,0.04794058823168517,4,0.0,15.0,ET6SJ2,r9
6,By,-0.36588,4.9365999999999985,0.9991483530508661,0.05971431989062583,4,0.0,15.0,ET6SJ2,r9
6,Bz,-0.26843999999999935,27.313299999999998,0.9985657243846809,0.056872225207037025,4,0.0,15.0,ET6SJ2,r9
7,Bx,-0.4502200000000001,-6.299100000000001,0.9999974464545546,0.004021815510438214,4,0.0,15.0,ET6QMT,r9
7,By,0.018579999999999753,-10.098599999999998,0.8625105560080546,0.04146896429861739,4,0.0,15.0,ET6QMT,r9
7,Bz,-0.28445999999999955,25.901199999999996,0.9970252634467108,0.08685951300807558,4,0.0,15.0,ET6QMT,r9
8,Bx,-0.43818,-6.759400000000001,0.9961133373872709,0.15300710767804263,4,0.0,15.0,ET6NV9,r9
8,By,0.30591999999999897,-29.5264,0.9997860674458442,0.025015994883274908,4,0.0,15.0,ET6NV9,r9
8,Bz,-0.2101199999999997,16.293899999999997,0.999938359984215,0.009222255689363251,4,0.0,15.0,ET6NV9,r9
9,Bx,-0.36213999999999996,-3.984200000000002,0.9989795013457943,0.06470374795944946,4,0.0,15.0,ET6Q05,r9
9,By,0.18989999999999976,-26.065999999999995,0.9996643576982256,0.019451863663927486,4,0.0,15.0,ET6Q05,r9
9,Bz,-0.1648799999999998,21.309600000000003,0.9983444444052726,0.037533984600626895,4,0.0,15.0,ET6Q05,r9
10,Bx,-0.3619199999999991,28.28539999999999,0.996242583060775,0.12425095573073094,4,0.0,15.0,F47PQM,r9
10,By,-0.2630399999999999,0.5417999999999982,0.9981146420603497,0.06390774600938447,4,0.0,15.0,F47PQM,r9
10,Bz,-0.058679999999999906,8.524099999999999,0.9830436550171067,0.04308189875109951,4,0.0,15.0,F47PQM,r9
11,Bx,0.3855999999999994,-16.80849999999999,0.9997772465620204,0.03217530108639286,4,0.0,15.0,F47MNY,r9
11,By,-0.1096199999999998,15.2134,0.998560927489446,0.02326316831388191,4,0.0,15.0,F47MNY,r9
11,Bz,-0.18981999999999957,23.51039999999999,0.9901736355555545,0.10570797037120733,4,0.0,15.0,F47MNY,r9
12,Bx,-0.4013,-5.115000000000003,0.999418947992519,0.054091357904937444,4,0.0,15.0,ET5A8J,r9
12,By,0.2452399999999989,-26.523299999999992,0.9999630492238076,0.008333666660000273,4,0.0,15.0,ET5A8J,r9
12,Bz,-0.1652999999999996,17.703499999999995,0.9962624602584688,0.05659836570078705,4,0.0,15.0,ET5A8J,r9
13,Bx,-0.4071599999999993,24.554199999999994,0.9994676813235813,0.05252808772456994,4,0.0,15.0,F47OYK,r9
13,By,-0.11776000000000028,-15.5328,0.9942568714724912,0.05003198976654831,4,0.0,15.0,F47OYK,r9
13,Bz,-0.08387999999999997,11.405599999999998,0.9963259225693165,0.02847455004034348,4,0.0,15.0,F47OYK,r9
