sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag
1,Bx,-0.17942000000000022,-12.4666,0.9999093756955779,0.009548560100873994,4,0.0,15.0,ET6VK2
1,By,-0.21529999999999966,17.2605,0.9999269157826057,0.010289557813628097,4,0.0,15.0,ET6VK2
1,Bz,0.07478000000000076,23.6084,0.9488691552660263,0.09703955379122384,4,0.0,15.0,ET6VK2
2,Bx,-0.1986200000000002,-13.8501,0.9909995021628459,0.1058143421280881,4,0.0,15.0,ET6QKM
2,By,-0.2584199999999998,6.641899999999998,0.999967333042062,0.008256815366713913,4,0.0,15.0,ET6QKM
2,Bz,0.013960000000000769,27.176300000000005,0.38690321146088147,0.09823670393493412,4,0.0,15.0,ET6QKM
3,Bx,-0.17744000000000026,-19.4167,0.9656139001008157,0.18718293191420937,4,0.0,15.0,ET5CK4
3,By,-0.34727999999999964,8.993099999999995,0.9999686784806238,0.010865081684000548,4,0.0,15.0,ET5CK4
3,Bz,0.007839999999999746,26.778200000000002,0.1337464749503694,0.11153788594016066,4,0.0,15.0,ET5CK4
4,Bx,-0.15040000000000026,-15.651499999999997,0.9584550390311319,0.1750435660057227,4,0.0,15.0,D8FKL5
4,By,-0.24301999999999946,14.485399999999997,0.9996047938063104,0.027012497107820353,4,0.0,15.0,D8FKL5
4,Bz,0.038400000000000586,24.263000000000005,0.9204770180379896,0.06309516621739113,4,0.0,15.0,D8FKL5
5,Bx,-0.5651600000000004,-18.719799999999992,0.9997611434524777,0.048833390216121764,4,0.0,15.0,D8FK84
5,By,0.022920000000000086,2.648599999999999,0.9787572103560837,0.018875910574062335,4,0.0,15.0,D8FK84
5,Bz,-0.10775999999999974,26.37119999999999,0.9740825743483194,0.09826087726048525,4,0.0,15.0,D8FK84
6,Bx,-0.38114,-12.268700000000004,0.9831686176649618,0.27877603017476205,4,0.0,15.0,ET6SJ2
6,By,0.25064000000000014,5.515700000000001,0.9976838639011808,0.06750888830368953,4,0.0,15.0,ET6SJ2
6,Bz,-0.09247999999999944,27.1456,0.993203912358415,0.04276447123489269,4,0.0,15.0,ET6SJ2
7,Bx,0.29031999999999986,-3.9313999999999982,0.9560369626886785,0.3480234187522444,4,0.0,15.0,ET6QMT
7,By,0.3120399999999996,-9.962299999999997,0.9997041575158759,0.030007499062734005,4,0.0,15.0,ET6QMT
7,Bz,0.033640000000000135,26.308200000000006,0.8862559598022672,0.06736987457313572,4,0.0,15.0,ET6QMT
8,Bx,0.16861999999999988,-4.469399999999998,0.97764814464983,0.14252780430498485,4,0.0,15.0,ET6NV9
8,By,0.1577799999999994,-29.489599999999996,0.9950733602203427,0.06206186429684394,4,0.0,15.0,ET6NV9
8,Bz,0.1047600000000005,16.6648,0.9748741640248751,0.09401701973579041,4,0.0,15.0,ET6NV9
9,Bx,0.15565999999999994,-1.8136999999999988,0.9741664777705829,0.14170241705771996,4,0.0,15.0,ET6Q05
9,By,0.2183799999999995,-26.009599999999995,0.999746978600053,0.019420993795375468,4,0.0,15.0,ET6Q05
9,Bz,0.11644000000000047,21.53719999999999,0.996048914285983,0.04099634130016973,4,0.0,15.0,ET6Q05
10,Bx,-0.1512199999999996,28.620399999999997,0.9976626911964201,0.04091668363882883,4,0.0,15.0,F47PQM
10,By,0.10014000000000002,0.8772000000000002,0.9962753601158809,0.03422827778314297,4,0.0,15.0,F47PQM
10,Bz,0.11700000000000012,8.918000000000001,0.9966311551747938,0.038026306683662685,4,0.0,15.0,F47PQM
11,Bx,-0.11842000000000018,-14.945599999999999,0.9075454698304306,0.2112904990765074,4,0.0,15.0,F47MNY
11,By,-0.28031999999999985,15.100399999999995,0.9999748337008509,0.007861297602813129,4,0.0,15.0,F47MNY
11,Bz,0.08570000000000065,23.840999999999998,0.999854606008148,0.0057771100041455825,4,0.0,15.0,F47MNY
12,Bx,0.16139999999999988,-2.607999999999998,0.9690020060046227,0.16137378969336982,4,0.0,15.0,ET5A8J
12,By,0.19007999999999958,-26.643099999999993,0.9997812404740986,0.015717824276914587,4,0.0,15.0,ET5A8J
12,Bz,0.11886000000000078,18.251799999999992,0.9835059865795361,0.08604693486696623,4,0.0,15.0,ET5A8J
13,Bx,-0.13193999999999995,26.7393,0.9639077098049329,0.14272202002494333,4,0.0,15.0,F47OYK
13,By,0.15433999999999937,-14.986299999999995,0.9977681939915015,0.040805330534135126,4,0.0,15.0,F47OYK
13,Bz,0.12804000000000054,11.794199999999995,0.980448820536374,0.10107521951497368,4,0.0,15.0,F47OYK
