sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag
1,Bx,-0.014452662721893326,-12.392529585798815,0.8289840710665025,0.040228158468016056,3,0.0,15.0,ET6VK2
1,By,0.0050384615384613226,17.42303846153846,0.8068929847658668,0.015105186747162425,3,0.0,15.0,ET6VK2
1,Bz,-0.0067928994082845735,23.76674556213018,0.3069209902672432,0.06255619958492449,3,0.0,15.0,ET6VK2
2,Bx,-0.002124260355029404,-13.655047337278104,0.09152778053955335,0.041013251334292955,3,0.0,15.0,ET6QKM
2,By,-0.0006568047337278248,6.878035502958577,0.03022608849243269,0.022799096836674446,3,0.0,15.0,ET6QKM
2,Bz,0.009307692307692048,27.339307692307692,0.9949035063876072,0.00408248290463793,3,0.0,15.0,ET6QKM
3,Bx,-0.01348520710059139,-19.113946745562128,0.9211361641963935,0.024180860281321326,3,0.0,15.0,ET5CK4
3,By,0.0026627218934908376,9.24758579881657,0.7275196430303685,0.00998638125903893,3,0.0,15.0,ET5CK4
3,Bz,0.030565088757395928,26.649334319526627,0.9121548219490062,0.05812827581912341,3,0.0,15.0,ET5CK4
4,Bx,-0.014893491124260087,-14.730816568047334,0.40592661706963695,0.11041546071314907,3,0.0,15.0,D8FKL5
4,By,0.0025650887573960557,14.979334319526629,0.8888616917117376,0.005558457493238236,3,0.0,15.0,D8FKL5
4,Bz,0.01033727810650844,23.827414201183426,0.17539358272864514,0.13735984788376243,3,0.0,15.0,D8FKL5
5,Bx,-0.0019437869822477689,-19.105097633136097,0.004801477014051758,0.17149568570947393,3,0.0,15.0,D8FK84
5,By,-0.004437869822485263,2.6010236686390535,0.9531507350698479,0.006029513213004668,3,0.0,15.0,D8FK84
5,Bz,0.024825443786981826,26.225671597633127,0.8242535347236485,0.07025010967443512,3,0.0,15.0,D8FK84
6,Bx,-0.016411242603549932,-11.62418047337278,0.837826152022875,0.04424783394335239,3,0.0,15.0,ET6SJ2
6,By,0.005085798816568023,5.301008875739645,0.8388493730263367,0.013660615873213865,3,0.0,15.0,ET6SJ2
6,Bz,0.008798816568046893,27.452875739644966,0.13215866745472815,0.13817634446469307,3,0.0,15.0,ET6SJ2
7,Bx,-0.0053875739644969394,-3.554695266272189,0.48795246142191784,0.033821800679198606,3,0.0,15.0,ET6QMT
7,By,-0.0022366863905324517,-10.135852071005917,0.8463137693906738,0.0058410909250987365,3,0.0,15.0,ET6QMT
7,Bz,0.010792899408283728,26.15725443786982,0.2153762255558802,0.12624293289728686,3,0.0,15.0,ET6QMT
8,Bx,-0.005715976331360905,-4.865177514792898,0.7825443786982256,0.01846538421482712,3,0.0,15.0,ET6NV9
8,By,-0.009387573964496578,-29.614695266272186,0.977962183641373,0.008636021529044215,3,0.0,15.0,ET6NV9
8,Bz,0.021035502958579436,16.492727810650884,0.8314844059480682,0.05803406467517098,3,0.0,15.0,ET6NV9
9,Bx,-0.011363905325443773,-1.829210059171597,0.7825443786982241,0.036710942427096674,3,0.0,15.0,ET6Q05
9,By,-0.011544378698224394,-26.028159763313607,0.9993824750515455,0.0017586080204599701,3,0.0,15.0,ET6Q05
9,Bz,0.01265088757396427,21.40434319526627,0.35883567227149016,0.1036322583485201,3,0.0,15.0,ET6Q05
10,Bx,0.007633136094674527,29.37447928994082,0.7569761348501082,0.026504735165500067,3,0.0,15.0,F47PQM
10,By,0.010266272189349095,0.6929585798816568,0.8983247048880728,0.02116610367481875,3,0.0,15.0,F47PQM
10,Bz,0.01848520710059165,8.593946745562128,0.8915685566418408,0.03950587303104115,3,0.0,15.0,F47PQM
11,Bx,-0.011766272189348951,-14.654458579881652,0.6944653542049956,0.04782785741357493,3,0.0,15.0,F47MNY
11,By,0.00571597633136065,15.448177514792901,0.8727095204827979,0.013377982441354398,3,0.0,15.0,F47MNY
11,Bz,-0.006263313609467296,23.780352071005915,0.2697529175904788,0.06315287016329503,3,0.0,15.0,F47MNY
12,Bx,-0.00021005917159760374,-3.1430562130177506,0.0002213380603652837,0.08651723386368783,3,0.0,15.0,ET5A8J
12,By,-0.0126775147928986,-26.677139053254436,0.9870834554561525,0.00888725124625216,3,0.0,15.0,ET5A8J
12,Bz,0.010452662721893144,17.974529585798816,0.9613489195722781,0.012844119292286899,3,0.0,15.0,ET5A8J
13,Bx,0.002597633136094257,25.94875147928994,0.19620800873113753,0.03222021123199511,3,0.0,15.0,F47OYK
13,By,-0.0007011834319522614,-15.294624260355032,0.06941540241132871,0.0157332610401843,3,0.0,15.0,F47OYK
13,Bz,0.020905325443786784,11.526059171597632,0.9831547147768939,0.01676958362366964,3,0.0,15.0,F47OYK
