sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag
1,Bx,-0.3819118942731279,-12.018374449339204,0.9994318379623839,0.03429854031648322,4,0.0,10.0,ET6VK2
1,By,0.420854625550661,17.516867841409688,0.9997426364727761,0.02543398641971578,4,0.0,10.0,ET6VK2
1,Bz,0.11518502202643353,23.90071365638766,0.9861752650327162,0.05136890418512614,4,0.0,10.0,ET6VK2
2,Bx,-0.291519823788547,-13.322290748898677,0.9982535301522528,0.04592838228763869,4,0.0,10.0,ET6QKM
2,By,0.30906607929515423,6.911969162995594,0.999974819742213,0.0058417078547967445,4,0.0,10.0,ET6QKM
2,Bz,0.2087224669603531,27.139929515418494,0.9999771964700221,0.0037542926972184316,4,0.0,10.0,ET6QKM
3,Bx,-0.2759603524229082,-18.794418502202635,0.9986955971579521,0.03756547881017835,4,0.0,10.0,ET5CK4
3,By,0.4318370044052864,9.307942731277533,0.9999552844524912,0.010877066364016943,4,0.0,10.0,ET5CK4
3,Bz,0.25068722466960375,26.768079295154184,0.9924853451704203,0.08216324944567045,4,0.0,10.0,ET5CK4
4,Bx,-0.3826475770925112,-14.212497797356821,0.9987767300123664,0.050440438989590525,4,0.0,10.0,D8FKL5
4,By,0.4804185022026435,15.016471365638763,0.9999552005009478,0.012112086656386413,4,0.0,10.0,D8FKL5
4,Bz,0.17050660792951666,23.768096916299545,0.9105008068819493,0.20135552203877316,4,0.0,10.0,D8FKL5
5,Bx,0.16135242290748858,-18.454497797356822,0.9990905169165043,0.018336790489684878,4,0.0,10.0,D8FK84
5,By,0.278330396475771,2.522845814977973,0.9966162333791586,0.061087140762355406,4,0.0,10.0,D8FK84
5,Bz,0.2876651982378857,26.476422907488985,0.9842038050949702,0.13726947836875383,4,0.0,10.0,D8FK84
6,Bx,0.24818942731277455,-11.33955506607929,0.9986399696963287,0.03449896250754388,4,0.0,10.0,ET6SJ2
6,By,0.19040528634361253,5.267277533039646,0.9981241472387465,0.031091310739886892,4,0.0,10.0,ET6SJ2
6,Bz,0.26116740088105833,27.620788546255493,0.9999650191178848,0.005818283501814811,4,0.0,10.0,ET6SJ2
7,Bx,0.2580881057268721,-3.4873744493392063,0.9993428918698025,0.024927692790176332,4,0.0,10.0,ET6QMT
7,By,-0.3821189427312778,-10.114744493392068,0.999998558216002,0.0017282315067636202,4,0.0,10.0,ET6QMT
7,Bz,0.20678414096916353,26.12716740088104,0.9319337219916712,0.21049590597377105,4,0.0,10.0,ET6QMT
8,Bx,0.46123788546255484,-4.5065110132158575,0.9989799390252185,0.05551528741314303,4,0.0,10.0,ET6NV9
8,By,-0.5139207048458156,-29.666837004405277,0.9999826107558875,0.008072223544447117,4,0.0,10.0,ET6NV9
8,Bz,0.045951541850220746,16.63795594713656,0.7865308191674394,0.09017014020739847,4,0.0,10.0,ET6NV9
9,Bx,0.4131762114537444,-1.556748898678413,0.9971396986756025,0.0833520213993977,4,0.0,10.0,ET6Q05
9,By,-0.6764669603524245,-26.023515418502186,0.99983165116186,0.03306291559535031,4,0.0,10.0,ET6Q05
9,Bz,0.09747577092511125,21.33797797356827,0.7904001803207912,0.1890695336278565,4,0.0,10.0,ET6Q05
10,Bx,0.7819207048458152,29.715837004405284,0.9999086849453421,0.02814535117833013,4,0.0,10.0,F47PQM
10,By,0.4669867841409691,0.5998061674008811,0.9993152040196515,0.04604546689986365,4,0.0,10.0,F47PQM
10,Bz,-0.1515462555066074,8.634321585903077,0.9886512152295791,0.061157718399428844,4,0.0,10.0,F47PQM
11,Bx,-0.32977092511013273,-14.303973568281933,0.9980549893424169,0.0548338901283495,4,0.0,10.0,F47MNY
11,By,0.5320176211453745,15.460925110132152,0.9999418572550719,0.015280562643882507,4,0.0,10.0,F47MNY
11,Bz,0.22286343612334863,23.409330396475763,0.9947318857613087,0.06108946642007135,4,0.0,10.0,F47MNY
12,Bx,0.4348546255506605,-2.5221321585903067,0.9982103712468039,0.0693533536694386,4,0.0,10.0,ET5A8J
12,By,-0.6039030837004417,-26.78791189427312,0.9999864488715435,0.008373573913695535,4,0.0,10.0,ET5A8J
12,Bz,0.06513215859030942,18.134938325991175,0.6501962209187531,0.17994444198875167,4,0.0,10.0,ET5A8J
13,Bx,1.0592114537444952,26.150101321585886,0.9999930349742324,0.010529275320102975,4,0.0,10.0,F47OYK
13,By,0.012427312775329661,-15.397066079295147,0.7114652326576796,0.02980934276866169,4,0.0,10.0,F47OYK
13,Bz,-0.10461674008810523,11.501621145374445,0.8135456813756887,0.18864676918576997,4,0.0,10.0,F47OYK
