sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag
1,Bx,-0.07544000000000012,-18.5522,0.9094362102776388,0.13308155394343638,4,0.0,15.0,ET6VK2
1,By,-0.0017399999999998363,15.4028,0.5625418060200877,0.008577587073297088,4,0.0,15.0,ET6VK2
1,Bz,-0.015819999999999435,23.986399999999993,0.8393276589465445,0.038693345681138025,4,0.0,15.0,ET6VK2
2,Bx,-0.022000000000000037,-12.638000000000002,0.8431350688444141,0.053047148839499826,4,0.0,15.0,ET6QKM
2,By,-0.005639999999999891,4.688299999999998,0.9165975103734411,0.009510520490488578,4,0.0,15.0,ET6QKM
2,Bz,-0.010879999999999704,27.359600000000004,0.7241973375098125,0.03753398460062412,4,0.0,15.0,ET6QKM
3,Bx,-0.021220000000000978,-20.36959999999999,0.7616850538081904,0.06635265631457342,4,0.0,15.0,ET5CK4
3,By,-0.003299999999999902,7.020999999999999,0.8276333789329615,0.00841872912024149,4,0.0,15.0,ET5CK4
3,Bz,-0.013479999999999593,26.750600000000002,0.747139896713934,0.043838339384606156,4,0.0,15.0,ET5CK4
4,Bx,-0.06312000000000018,-17.532100000000003,0.9964700538836008,0.02100119044244953,4,0.0,15.0,D8FKL5
4,By,-0.0031199999999995307,13.279900000000001,0.907382550335577,0.005572252686301817,4,0.0,15.0,D8FKL5
4,Bz,-0.0007200000000003616,23.857900000000008,0.006510599819151808,0.049719714399823686,4,0.0,15.0,D8FKL5
5,Bx,-0.049240000000000915,-20.74369999999999,0.9934643650882098,0.022325993818866203,4,0.0,15.0,D8FK84
5,By,0.020140000000000036,2.4741999999999997,0.9832391996780869,0.014699489787064122,4,0.0,15.0,D8FK84
5,Bz,-0.01709999999999958,25.919,0.9547707518399243,0.020805648271564038,4,0.0,15.0,D8FK84
6,Bx,0.051159999999999595,-22.2832,0.47150884525310366,0.3027816044610378,4,0.0,15.0,ET6SJ2
6,By,0.01848000000000001,5.0299,0.9572123685449694,0.021841474309212714,4,0.0,15.0,ET6SJ2
6,Bz,0.0025800000000001724,26.322400000000002,0.17075573341541417,0.0317832503057827,4,0.0,15.0,ET6SJ2
7,Bx,0.03257999999999972,-11.500099999999996,0.8632716697002365,0.07248223920382182,4,0.0,15.0,ET6QMT
7,By,5.9999999999843605e-05,-8.072699999999998,0.0013605442176870541,0.00908707873851692,4,0.0,15.0,ET6QMT
7,Bz,0.005180000000000688,26.26989999999999,0.4859005468834896,0.029785483041240044,4,0.0,15.0,ET6QMT
8,Bx,0.02516,-4.734700000000002,0.7647157740108629,0.07801570354742698,4,0.0,15.0,ET6NV9
8,By,-2.000000000037924e-05,-28.0966,5.320988671009275e-06,0.048468288601929456,4,0.0,15.0,ET6NV9
8,Bz,-0.004039999999999773,17.6853,0.1183822676105476,0.06163156658726081,4,0.0,15.0,ET6NV9
9,Bx,0.01965999999999992,-5.2837,0.9289319996346904,0.030398601941536846,4,0.0,15.0,ET6Q05
9,By,0.002339999999999754,-24.5383,0.9340839303992428,0.0034749100707770508,4,0.0,15.0,ET6Q05
9,Bz,-0.008579999999999442,22.250099999999993,0.3286827935385288,0.06854688176715296,4,0.0,15.0,ET6Q05
10,Bx,-0.03267999999999969,20.793599999999998,0.9641127488860172,0.0352462763990746,4,0.0,15.0,F47PQM
10,By,0.02986,0.4113,0.9900306240964337,0.016750373130172327,4,0.0,15.0,F47PQM
10,Bz,-0.008419999999999594,9.564899999999994,0.4682783127914546,0.05015650506165626,4,0.0,15.0,F47PQM
11,Bx,-0.011160000000000206,-15.840800000000002,0.5595844865389439,0.055346183246905614,4,0.0,15.0,F47MNY
11,By,-0.0020399999999997065,14.304299999999996,0.4313432835821085,0.013093891705676932,4,0.0,15.0,F47MNY
11,Bz,-0.00543999999999939,23.917299999999994,0.20477165790202834,0.05992870764500078,4,0.0,15.0,F47MNY
12,Bx,0.02413999999999986,-10.836799999999998,0.42825135110109136,0.1559249017957042,4,0.0,15.0,ET5A8J
12,By,0.004079999999999433,-24.819099999999995,0.9385656292286666,0.005835237784359183,4,0.0,15.0,ET5A8J
12,Bz,-0.002379999999999591,18.8641,0.04477149496511046,0.061454658082199604,4,0.0,15.0,ET5A8J
13,Bx,-0.07399999999999948,19.039499999999997,0.924673865028687,0.11806883585434312,4,0.0,15.0,F47OYK
13,By,0.027279999999999718,-15.427599999999998,0.9966444534916115,0.008848728722251127,4,0.0,15.0,F47OYK
13,Bz,-0.003559999999999614,12.408199999999994,0.4828405973788481,0.02059611613872866,4,0.0,15.0,F47OYK
