sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag
1,Bx,0.26343999999999973,-13.368299999999998,0.9994495531435599,0.03456081596258977,4,0.0,15.0,ET6VK2
1,By,-0.12969999999999957,15.368999999999993,0.9996398891143708,0.013761358944522809,4,0.0,15.0,ET6VK2
1,Bz,0.3331600000000005,24.420300000000008,0.9996281019423456,0.03592283396392772,4,0.0,15.0,ET6VK2
2,Bx,0.28813999999999945,-14.476799999999994,0.9990377142645361,0.0499907491442165,4,0.0,15.0,ET6QKM
2,By,-0.23899999999999993,4.629499999999998,0.9999432815211196,0.010062305898748913,4,0.0,15.0,ET6QKM
2,Bz,0.30534000000000117,27.407699999999995,0.9994579681429465,0.039750157232394945,4,0.0,15.0,ET6QKM
3,Bx,0.30001999999999907,-18.60039999999999,0.9979827736102276,0.07540341504202623,4,0.0,15.0,ET5CK4
3,By,-0.13783999999999996,7.296799999999999,0.9994096918598241,0.01872698587600233,4,0.0,15.0,ET5CK4
3,Bz,0.23004000000000063,26.949200000000005,0.9972196405287731,0.067902135459792,4,0.0,15.0,ET5CK4
4,Bx,0.2704199999999999,-14.024899999999997,0.9997536181489813,0.023731308434218314,4,0.0,15.0,D8FKL5
4,By,-0.10887999999999967,13.542100000000001,0.9990910224817203,0.018358921536952975,4,0.0,15.0,D8FKL5
4,Bz,0.28936000000000045,24.2498,0.9994620973847436,0.03752599099291031,4,0.0,15.0,D8FKL5
5,Bx,-0.09714000000000053,-21.2917,0.9246930079604789,0.15496798056372857,4,0.0,15.0,D8FK84
5,By,-0.36233999999999994,2.4662999999999977,0.9991219677655575,0.06004644036077391,4,0.0,15.0,D8FK84
5,Bz,0.21492000000000067,25.866099999999996,0.9996516176527112,0.022428776159210927,4,0.0,15.0,D8FK84
6,Bx,-0.34522000000000025,-15.367600000000003,0.999639878556396,0.03662888204682102,4,0.0,15.0,ET6SJ2
6,By,-0.3060799999999999,4.721099999999998,0.9996773031758089,0.03074166553718263,4,0.0,15.0,ET6SJ2
6,Bz,0.24503999999999984,26.98420000000001,0.9993331011276886,0.03538643808014657,4,0.0,15.0,ET6SJ2
7,Bx,-0.3467000000000001,-4.7845,0.9990715186783682,0.05908362717369328,4,0.0,15.0,ET6QMT
7,By,0.18473999999999985,-8.2068,0.9993927192015041,0.02545731721922031,4,0.0,15.0,ET6QMT
7,Bz,0.2722000000000004,26.57299999999999,0.9977394237749835,0.07242927584892749,4,0.0,15.0,ET6QMT
8,Bx,-0.301,-6.293000000000001,0.9984567951574542,0.06615134163416497,4,0.0,15.0,ET6NV9
8,By,0.044139999999999534,-28.237799999999993,0.9799288418032782,0.03531394908531153,4,0.0,15.0,ET6NV9
8,Bz,0.3184400000000003,17.604199999999995,0.9979584354051333,0.0805152159532601,4,0.0,15.0,ET6NV9
9,Bx,-0.29045999999999994,-2.3708000000000014,0.9993392968889088,0.04175014970033037,4,0.0,15.0,ET6Q05
9,By,0.041199999999999355,-24.604,0.9931474789837307,0.01913112646970795,4,0.0,15.0,ET6Q05
9,Bz,0.23908000000000054,22.341899999999992,0.9984030650330182,0.05345137977639192,4,0.0,15.0,ET6Q05
10,Bx,0.018500000000001245,27.298499999999986,0.7557890459722902,0.058786690670593375,4,0.0,15.0,F47PQM
10,By,-0.23157999999999995,0.13359999999999858,0.9997457708036626,0.020644006394108596,4,0.0,15.0,F47PQM
10,Bz,0.2897000000000002,9.813,0.999772851699201,0.024410550997468593,4,0.0,15.0,F47PQM
11,Bx,0.25583999999999973,-13.707799999999997,0.9936014199852036,0.11477020519281152,4,0.0,15.0,F47MNY
11,By,-0.0894199999999998,14.372900000000001,0.9998912565841912,0.00521296460759155,4,0.0,15.0,F47MNY
11,Bz,0.25236000000000053,24.010299999999997,0.9999349596682114,0.011377609590769003,4,0.0,15.0,F47MNY
12,Bx,-0.31544000000000005,-4.212700000000001,0.9999246064934084,0.01531176018620985,4,0.0,15.0,ET5A8J
12,By,0.04005999999999933,-25.241699999999998,0.9999087822050531,0.0021389249636209495,4,0.0,15.0,ET5A8J
12,Bz,0.26516000000000034,19.2468,0.9998140236074438,0.02021633003292187,4,0.0,15.0,ET5A8J
13,Bx,-0.15219999999999909,22.798999999999996,0.9999323157910367,0.007000000000000561,4,0.0,15.0,F47OYK
13,By,-0.20668,-15.513400000000004,0.9996987186556097,0.02005741758053594,4,0.0,15.0,F47OYK
13,Bz,0.24202000000000035,12.812600000000002,0.9994017684256045,0.03310098185854931,4,0.0,15.0,F47OYK
