sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag
1,Bx,-0.028580000000000043,-21.331400000000002,0.004517120899365068,2.371773845669101,4,0.0,15.0,ET6VK2
1,By,-0.007859999999999511,15.465199999999992,0.558111550761568,0.03909699476941902,4,0.0,15.0,ET6VK2
1,Bz,-0.03599999999999942,23.612999999999996,0.5797225920041271,0.1713505179449416,4,0.0,15.0,ET6VK2
2,Bx,-0.50604,-12.694199999999999,0.9993348041437654,0.07298424487517799,4,0.0,15.0,ET6QKM
2,By,-0.0034799999999998352,4.633099999999999,0.5356687898089236,0.018112150617748124,4,0.0,15.0,ET6QKM
2,Bz,-0.07286000000000004,27.276700000000005,0.9742647471758035,0.0661972431450131,4,0.0,15.0,ET6QKM
3,Bx,-0.3719200000000004,-20.3711,0.9991736310392786,0.05979172183504873,4,0.0,15.0,ET5CK4
3,By,-0.014739999999999984,7.007800000000001,0.9582826848266189,0.017192294785746336,4,0.0,15.0,ET5CK4
3,Bz,-0.0642999999999996,26.625999999999994,0.9996257287771536,0.006955213871620126,4,0.0,15.0,ET5CK4
4,Bx,-0.4522999999999999,-18.386,0.9995541039803525,0.0534029493567528,4,0.0,15.0,D8FKL5
4,By,-0.010479999999999805,13.262099999999995,0.9744339555681767,0.00948946784598538,4,0.0,15.0,D8FKL5
4,Bz,-0.07419999999999992,23.89549999999999,0.9726646748055948,0.0695359619189965,4,0.0,15.0,D8FKL5
5,Bx,-0.19070000000000092,-21.374499999999994,0.9968922031558125,0.05952205473603712,4,0.0,15.0,D8FK84
5,By,0.2677800000000001,2.535400000000002,0.9998009269495769,0.021122854920677624,4,0.0,15.0,D8FK84
5,Bz,-0.06383999999999958,25.705299999999994,0.9905853758130222,0.03479152195578649,4,0.0,15.0,D8FK84
6,Bx,0.4394999999999994,-19.772999999999996,0.5394694479570707,2.2700200164315723,4,0.0,15.0,ET6SJ2
6,By,0.3649200000000001,5.035600000000001,0.999822977945582,0.027144060123717242,4,0.0,15.0,ET6SJ2
6,Bz,-0.042239999999999334,26.597799999999996,0.5563357163881995,0.21086654547367148,4,0.0,15.0,ET6SJ2
7,Bx,0.43949999999999967,-11.483499999999994,0.9994158940097326,0.05939591736811547,4,0.0,15.0,ET6QMT
7,By,0.0042599999999998325,-8.048699999999998,0.776135488837558,0.012789644248375564,4,0.0,15.0,ET6QMT
7,Bz,-0.047519999999999195,26.34289999999999,0.9261729375362996,0.07500033333259189,4,0.0,15.0,ET6QMT
8,Bx,0.4931199999999999,-4.858399999999996,0.9997394671028046,0.04450056179420659,4,0.0,15.0,ET6NV9
8,By,-0.0016200000000003273,-28.067100000000003,0.8025688073393897,0.0044916589362957865,4,0.0,15.0,ET6NV9
8,Bz,-0.06859999999999984,17.755999999999997,0.9938266494790492,0.030224162519415912,4,0.0,15.0,ET6NV9
9,Bx,0.35431999999999986,-5.387899999999997,0.9998231225051541,0.02634482871456934,4,0.0,15.0,ET6Q05
9,By,-0.0027600000000002956,-24.493299999999998,0.7666666666666693,0.008511756575465965,4,0.0,15.0,ET6Q05
9,Bz,-0.045119999999998946,22.11289999999999,0.9984298308595909,0.010002499687578771,4,0.0,15.0,ET6Q05
10,Bx,-0.10975999999999947,20.177699999999994,0.971146403860577,0.1057612878136421,4,0.0,15.0,F47PQM
10,By,0.38253999999999994,0.4827000000000026,0.9999534083025251,0.014597088750843312,4,0.0,15.0,F47PQM
10,Bz,-0.06793999999999979,9.487799999999998,0.9848389405197719,0.04712297741017638,4,0.0,15.0,F47PQM
11,Bx,-0.3722200000000001,-15.614100000000002,0.9977257270306413,0.09934372149260422,4,0.0,15.0,F47MNY
11,By,-0.002699999999999745,14.246500000000001,0.5441110613524369,0.01381575187964782,4,0.0,15.0,F47MNY
11,Bz,-0.05965999999999969,23.848699999999997,0.9992716267395864,0.009004165702606851,4,0.0,15.0,F47MNY
12,Bx,0.3946999999999997,-11.350499999999995,0.9978466641812108,0.10249817071538346,4,0.0,15.0,ET5A8J
12,By,0.0037199999999986085,-24.764899999999994,0.9152380952381087,0.006328506932917968,4,0.0,15.0,ET5A8J
12,Bz,-0.05625999999999982,18.883200000000002,0.9640210299459256,0.060758332761853336,4,0.0,15.0,ET5A8J
13,Bx,0.13162000000000026,17.589100000000002,0.9883763842059461,0.07979144691005334,4,0.0,15.0,F47OYK
13,By,0.2815199999999996,-15.309899999999999,0.9999781768372665,0.007351870510284561,4,0.0,15.0,F47OYK
13,Bz,-0.057399999999999424,12.367999999999997,0.9876118375774258,0.03593744565213322,4,0.0,15.0,F47OYK
