sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag
1,Bx,1.0648799999999992,-13.887599999999988,0.9981311720146299,0.257582608108544,4,0.0,15.0,ET6VK2
1,By,-1.2507199999999994,15.486399999999993,0.99906935688797,0.21339236162524708,4,0.0,15.0,ET6VK2
1,Bz,0.6657000000000004,24.33200000000001,0.9981824178626605,0.15879822102278077,4,0.0,15.0,ET6VK2
2,Bx,1.243339999999999,-15.039299999999987,0.9991541366362251,0.20223148864605653,4,0.0,15.0,ET6QKM
2,By,-1.6950999999999996,4.7869999999999875,0.9992012090609863,0.2679232632676753,4,0.0,15.0,ET6QKM
2,Bz,0.30825999999999987,27.356300000000005,0.9971691562080672,0.09181543987805152,4,0.0,15.0,ET6QKM
3,Bx,1.273779999999999,-18.803099999999986,0.9984791276647879,0.277904974766555,4,0.0,15.0,ET5CK4
3,By,-1.0480599999999995,7.3236999999999925,0.9991977212781789,0.16601528544082905,4,0.0,15.0,ET5CK4
3,Bz,0.31288000000000027,26.775899999999996,0.9967135358271121,0.10043430688763684,4,0.0,15.0,ET5CK4
4,Bx,1.1071199999999994,-14.462899999999992,0.9986508511773053,0.22747977932115168,4,0.0,15.0,D8FKL5
4,By,-1.0265999999999997,13.531999999999995,0.9991533565680566,0.16705538003907605,4,0.0,15.0,D8FKL5
4,Bz,0.5764600000000003,24.1413,0.9990876438649889,0.09738108132486545,4,0.0,15.0,D8FKL5
5,Bx,-0.8144200000000001,-21.954599999999992,0.9994375050423547,0.10800775435124842,4,0.0,15.0,D8FK84
5,By,-1.8346799999999996,2.5910999999999893,0.999127401036764,0.3030974265809579,4,0.0,15.0,D8FK84
5,Bz,-0.014279999999999658,25.781100000000006,0.7081680280046687,0.051244999756073294,4,0.0,15.0,D8FK84
6,Bx,-2.1504399999999997,-14.970200000000006,0.9989445908356919,0.39074377794150533,4,0.0,15.0,ET6SJ2
6,By,-1.5335599999999998,4.80769999999999,0.9991468968546338,0.25050239519813006,4,0.0,15.0,ET6SJ2
6,Bz,-0.12487999999999957,27.001100000000005,0.9997086071658431,0.011918473056563008,4,0.0,15.0,ET6SJ2
7,Bx,-1.6088,-5.03000000000001,0.999384904903303,0.2231165614650779,4,0.0,15.0,ET6QMT
7,By,1.35524,-8.366799999999992,0.9992171421056896,0.21205706779072442,4,0.0,15.0,ET6QMT
7,Bz,0.38640000000000047,26.556500000000007,0.9998017337820939,0.030417922348510453,4,0.0,15.0,ET6QMT
8,Bx,-1.22982,-6.545600000000011,0.9993120854261365,0.18037786726757862,4,0.0,15.0,ET6NV9
8,By,0.9090599999999994,-28.407199999999992,0.9992499412250432,0.1392284992377645,4,0.0,15.0,ET6NV9
8,Bz,0.78224,17.49620000000001,0.998907984067711,0.14458284822204917,4,0.0,15.0,ET6NV9
9,Bx,-1.05896,-2.552300000000007,0.9993410722001741,0.15200805899688383,4,0.0,15.0,ET6Q05
9,By,0.6684399999999995,-24.711799999999993,0.9990194883329919,0.11706493924314026,4,0.0,15.0,ET6Q05
9,Bz,0.5553800000000008,22.2994,0.9995874522853083,0.06307277542648763,4,0.0,15.0,ET6Q05
10,Bx,-0.7621999999999992,26.52799999999999,0.9998179861238513,0.0574891294072192,4,0.0,15.0,F47PQM
10,By,-0.7084799999999999,0.23559999999999656,0.9984293992866646,0.15708214411574578,4,0.0,15.0,F47PQM
10,Bz,0.7813999999999999,9.694500000000007,0.9994525637055172,0.10223135526833226,4,0.0,15.0,F47PQM
11,Bx,1.0721999999999994,-14.114999999999991,0.9986876820547523,0.21727286991246747,4,0.0,15.0,F47MNY
11,By,-0.8595599999999993,14.43919999999999,0.9992438132345018,0.13218434097880172,4,0.0,15.0,F47MNY
11,Bz,0.5003800000000008,24.0154,0.9983877566262377,0.11240629430774728,4,0.0,15.0,F47MNY
12,Bx,-1.17474,-4.7952000000000075,0.9995832371443465,0.134091666407723,4,0.0,15.0,ET5A8J
12,By,0.7879399999999993,-25.313799999999986,0.9991727058236222,0.1267441320140697,4,0.0,15.0,ET5A8J
12,Bz,0.6662000000000006,19.015500000000003,0.9989351052900892,0.12159461336753362,4,0.0,15.0,ET5A8J
13,Bx,-0.9991399999999993,22.100299999999987,0.9986320443723615,0.20672100764073276,4,0.0,15.0,F47OYK
13,By,-0.41384000000000015,-15.4787,0.9983693537103571,0.09349572182725799,4,0.0,15.0,F47OYK
13,Bz,0.6215000000000002,12.643000000000006,0.9986776453586288,0.12642339577783943,4,0.0,15.0,F47OYK
