00:01,ET6VK2,-15.581,16.998,23.144
00:02,ET6QKM,-16.105,6.473,26.906
00:03,ET5CK4,-20.912,8.800,26.453
00:04,D8FKL5,-18.639,14.218,23.562
00:05,D8FK84,-20.769,2.265,25.846
00:06,ET6SJ2,-15.173,5.141,26.915
00:07,ET6QMT,-6.343,-10.019,26.105
00:08,ET6NV9,-7.572,-29.323,16.346
00:09,ET6Q05,-3.981,-25.890,21.204
00:10,F47PQM,27.079,0.611,8.435
00:11,F47MNY,-17.303,15.088,23.276
00:12,ET5A8J,-5.614,-26.328,17.829
00:13,F47OYK,23.464,-15.410,11.295
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
