00:01,ET6VK2,-10.268,16.751,27.685
00:02,ET6QKM,-11.595,5.111,30.628
00:03,ET5CK4,-15.855,7.879,29.388
00:04,D8FKL5,-10.923,14.730,26.959
00:05,D8FK84,-19.799,0.566,28.406
00:06,ET6SJ2,-15.270,2.682,29.828
00:07,ET6QMT,-7.095,-8.725,29.229
00:08,ET6NV9,-9.090,-30.539,20.451
00:09,ET6Q05,-5.215,-26.099,24.482
00:10,F47PQM,31.334,-2.908,12.210
00:11,F47MNY,-10.904,15.335,26.413
00:12,ET5A8J,-7.150,-27.231,21.666
00:13,F47OYK,24.082,-19.042,14.956
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
