00:01,ET6VK2,-18.653,15.231,27.755
00:02,ET6QKM,-20.843,3.519,30.875
00:03,ET5CK4,-26.165,4.828,31.464
00:04,D8FKL5,-21.664,12.182,28.226
00:05,D8FK84,-31.422,4.074,30.386
00:06,ET6SJ2,-22.523,10.347,30.998
00:07,ET6QMT,-0.478,-6.505,31.271
00:08,ET6NV9,-1.856,-28.674,20.662
00:09,ET6Q05,0.752,-24.519,26.950
00:10,F47PQM,25.877,4.181,13.380
00:11,F47MNY,-20.606,12.519,28.939
00:12,ET5A8J,-0.450,-25.458,23.082
00:13,F47OYK,24.351,-12.337,16.883
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
