00:01,ET6VK2,-13.076,4.419,26.070
00:02,ET6QKM,-13.897,-6.571,25.700
00:03,ET5CK4,-22.156,-4.393,25.168
00:04,D8FKL5,-16.101,2.318,25.326
00:05,D8FK84,-31.223,-1.490,22.392
00:06,ET6SJ2,-27.074,5.701,22.730
00:07,ET6QMT,-3.095,3.549,24.900
00:08,ET6NV9,-3.647,-17.484,22.009
00:09,ET6Q05,-1.457,-14.051,25.881
00:10,F47PQM,5.494,2.458,16.667
00:11,F47MNY,-16.054,2.968,25.331
00:12,ET5A8J,-2.798,-14.748,22.854
00:13,F47OYK,10.505,-9.914,18.638
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
