00:01,ET6VK2,-11.985,17.522,23.461
00:02,ET6QKM,-13.168,7.012,26.994
00:03,ET5CK4,-18.862,9.426,26.831
00:04,D8FKL5,-13.888,15.088,23.531
00:05,D8FK84,-17.859,2.590,26.457
00:06,ET6SJ2,-11.215,5.218,27.280
00:07,ET6QMT,-3.703,-10.215,25.934
00:08,ET6NV9,-4.362,-29.484,16.460
00:09,ET6Q05,-1.503,-25.944,21.441
00:10,F47PQM,29.534,0.477,8.730
00:11,F47MNY,-14.222,15.478,23.637
00:12,ET5A8J,-2.380,-26.683,18.071
00:13,F47OYK,26.095,-15.401,11.594
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
