00:01,ET6VK2,-13.540,4.443,25.749
00:02,ET6QKM,-14.505,-6.574,25.634
00:03,ET5CK4,-22.439,-4.404,24.829
00:04,D8FKL5,-16.291,2.330,25.265
00:05,D8FK84,-31.738,-1.368,22.119
00:06,ET6SJ2,-27.112,5.906,22.392
00:07,ET6QMT,-2.900,3.525,25.142
00:08,ET6NV9,-3.698,-17.466,21.943
00:09,ET6Q05,-1.322,-14.078,25.828
00:10,F47PQM,15.725,2.324,17.173
00:11,F47MNY,-16.370,2.995,25.274
00:12,ET5A8J,-2.965,-14.757,22.568
00:13,F47OYK,10.124,-9.634,18.643
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
