00:01,ET6VK2,-13.354,4.437,25.784
00:02,ET6QKM,-14.013,-6.511,25.397
00:03,ET5CK4,-22.277,-4.422,25.155
00:04,D8FKL5,-16.365,2.336,25.296
00:05,D8FK84,-31.533,-1.326,22.365
00:06,ET6SJ2,-26.958,5.766,22.422
00:07,ET6QMT,-2.956,3.594,25.181
00:08,ET6NV9,-3.605,-17.439,21.780
00:09,ET6Q05,-1.373,-13.997,25.846
00:10,F47PQM,15.456,2.146,17.063
00:11,F47MNY,-16.277,3.010,25.595
00:12,ET5A8J,-2.877,-14.703,22.590
00:13,F47OYK,10.394,-9.751,18.704
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
