coil,V
r1,14.999999999999998
r3,1.085180790158053e-22
r4,6.0145311323382856e-24
r5,1.957209344241471e-23
r6,6.059164192102398e-26
r7,11.270160775666627
r8,14.999999999999998
r9,14.999999999999998
r10,14.999999999999998
r11,14.999999999999998
r12,1.3855337298809155e-19
r13,1.22085476843648e-21
r14,5.351971654317462e-22
r15,6.572322316976666
r16,14.999999999999998
c2,7.406724076847588e-32
c3,1.135944912376284e-25
