coil,V
r1,13.872783983670706
r3,0.45731976867376345
r4,0.06283367549675731
r5,0.7137853834109117
r6,11.395959132549313
r7,14.9469874412951
r8,14.534659499859757
r9,13.888652469096161
r10,12.807434145887793
r11,0.0
r12,0.7696479219081462
r13,1.1196372704872195
r14,0.6921643231754031
r15,1.2755573795645434
r16,14.984924543276184
c2,13.709429874311262
c3,14.52156914668137
