coil,V
r1,14.999999999999996
r3,3.002402839867411e-15
r4,2.8700279986831823e-16
r5,2.3901995331037873e-14
r6,2.193552645227919e-15
r7,14.999999999999984
r8,14.999999999999998
r9,14.999999999999991
r10,14.99999999999998
r11,14.999999999999948
r12,14.175673498096259
r13,7.992309551366851e-24
r14,7.051266046842603e-16
r15,5.326779522310205
r16,14.999999999999995
c2,1.3547615898567586e-14
c3,8.69371666832321e-16
