coil,V
r1,14.64100725225988
r3,0.0
r4,9.45516708726382
r5,0.0
r6,0.8082761930253208
r7,13.38198635422788
r8,14.430500519279471
r9,14.680201655769691
r10,14.508952924771473
r11,13.35846605983274
r12,10.221639582776936
r13,0.0
r14,0.0
r15,5.9619246536193415
r16,13.738548559497998
c2,0.0
c3,1.5683939945716796
