coil,V
r1,14.93667711703566
r3,0.0
r4,0.0
r5,0.0
r6,0.0
r7,11.714846529924413
r8,14.711159388801622
r9,14.822130506492407
r10,14.966956583418156
r11,14.839794113455865
r12,0.0
r13,0.0
r14,0.0
r15,0.0
r16,14.896260558463393
c2,2.7786625112017402
c3,0.0
