coil,V
r1,0.8732783687853117
r3,-14.670307752022266
r4,-99.99999999999999
r5,-15.247769768461376
r6,67.71445728738335
r7,-18.662120082842097
r8,14.587388071665108
r9,99.99999999999999
r10,-66.9314344423924
r11,-15.691929591160426
r12,39.491297549353924
r13,-81.07000473142064
r14,56.59708609152326
r15,-10.586658436153018
r16,-25.914623533270763
c2,-6.179925051807377
c3,1.492426681977063
