coil,V
r1,14.999999999999998
r3,1.9208267965649295e-20
r4,7.03704053794787e-18
r5,5.06819256255887e-21
r6,1.9920449369450516e-22
r7,11.652120120349164
r8,14.999999999999998
r9,14.999999999999998
r10,14.999999999999998
r11,14.999999999999998
r12,1.8466164042320083e-17
r13,2.5195645192965327e-20
r14,2.199960550247761e-21
r15,5.727108921841639
r16,14.999999999999998
c2,14.999999999999998
c3,8.1010660572803725e-25
