coil,V
r1,9.4805346112952
r3,0.0
r4,0.0
r5,0.0
r6,0.0
r7,12.698860643506848
r8,12.68435098191259
r9,12.280688634571355
r10,13.809931040776888
r11,0.0
r12,0.0
r13,0.0
r14,0.0
r15,0.0
r16,0.0
c2,0.0
c3,0.0
