coil,V
r1,14.998715482065306
r3,0.0
r4,0.0
r5,0.0
r6,14.788821993540134
r7,14.690284535228475
r8,14.813540084093756
r9,14.434526205072773
r10,6.070395703271495
r11,0.0
r12,0.0
r13,0.0
r14,0.0
r15,0.0
r16,0.0
c2,0.0
c3,1.2063489294249918
