coil,V
r1,14.576454631136441
r3,0.0
r4,0.0
r5,0.0
r6,0.0
r7,14.671886550385508
r8,13.299737693772324
r9,0.0
r10,7.140113630226337
r11,0.0
r12,0.0
r13,0.0
r14,0.0
r15,0.0
r16,0.0
c2,0.0
c3,0.0
