coil,V
r1,14.325199590200716
r3,0.7626064694551117
r4,0.3861378350215551
r5,0.8213562308089797
r6,0.05123579860325078
r7,14.49739345665272
r8,14.368132463847994
r9,14.008024007513237
r10,13.939596623760158
r11,13.589697752564517
r12,0.6030149599783187
r13,0.6541926294882063
r14,0.2143025393447271
r15,0.2623961225495653
r16,0.0
c2,0.0
c3,11.847033271275645
