coil,V
r1,14.590717689462256
r3,0.0
r4,0.0
r5,0.0
r6,0.0
r7,0.0
r8,14.90814280032972
r9,0.0
r10,14.876225396881091
r11,14.267352458843698
r12,0.0
r13,0.0
r14,0.0
r15,0.0
r16,6.9917942109730555
c2,13.964555780912882
c3,0.0
