coil,V
r1,14.999999999999988
r3,8.640955856129347e-18
r4,1.3842110241374732e-17
r5,5.48495828272883e-17
r6,9.959278243489965e-19
r7,4.573008442324352
r8,14.999999999999998
r9,14.999999999999998
r10,14.999999999999998
r11,14.999999999999998
r12,1.1344486657065389e-15
r13,1.2917875509084728e-16
r14,8.440558394437092e-17
r15,1.03561146172473
r16,14.999999999999998
c2,1.8389736742129828e-19
c3,4.967963190224629e-22
