coil,V
r1,14.290589064629673
r3,14.42500443187325
r4,0.7512832127743823
r5,0.0
r6,0.3311397798293542
r7,12.090592661552838
r8,14.60544588763556
r9,13.428143484546412
r10,13.996173912029185
r11,13.740285229304222
r12,0.0
r13,0.0
r14,0.0
r15,0.0
r16,0.0
c2,14.28968888584299
c3,0.0
