coil,V
r1,13.732340384515036
r3,0.0
r4,0.0
r5,0.0
r6,0.0
r7,6.786267647666627
r8,14.672480172350689
r9,12.507551896901319
r10,13.606356342974275
r11,12.659977925965581
r12,0.0
r13,0.0
r14,0.0
r15,0.0
r16,0.0
c2,0.0
c3,13.442737757859177
