coil,V
r1,14.999999999999998
r3,8.763234254502973e-14
r4,2.121180920610531e-15
r5,4.161566860739021e-15
r6,1.315811628598995e-16
r7,4.848019730020804
r8,14.999999999999996
r9,14.999999999999995
r10,14.999999999999996
r11,14.999999999999998
r12,3.9154913686175684e-15
r13,1.8717379360971157e-15
r14,4.728059027494388e-16
r15,1.529444345344037e-16
r16,14.50919726392051
c2,14.999999999999995
c3,4.985414396615425e-18
