00:01,ET6VK2,-15.512,20.049,22.629
00:02,ET6QKM,-15.878,8.815,27.386
00:03,ET5CK4,-23.042,12.304,26.484
00:04,D8FKL5,-16.249,18.691,22.528
00:05,D8FK84,-20.305,5.775,26.435
00:06,ET6SJ2,-11.020,6.654,27.782
00:07,ET6QMT,-9.016,-12.897,25.872
00:08,ET6NV9,-1.053,-32.032,14.256
00:09,ET6Q05,-3.267,-29.883,18.190
00:10,F47PQM,28.842,4.032,4.193
00:11,F47MNY,-19.247,19.787,21.604
00:12,ET5A8J,1.861,-29.702,15.528
00:13,F47OYK,29.770,-13.651,6.714
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
