00:01,ET6VK2,-14.087,11.488,23.500
00:02,ET6QKM,-15.581,0.969,24.693
00:03,ET5CK4,-15.776,4.714,25.516
00:04,D8FKL5,-13.127,10.236,23.544
00:05,D8FK84,-19.437,-1.913,23.905
00:06,ET6SJ2,-21.701,0.125,23.531
00:07,ET6QMT,-15.238,-5.075,24.873
00:08,ET6NV9,-16.876,-24.475,17.486
00:09,ET6Q05,-8.060,-22.192,22.299
00:10,F47PQM,18.769,-1.818,10.507
00:11,F47MNY,-11.897,11.819,23.646
00:12,ET5A8J,-13.154,-21.954,19.074
00:13,F47OYK,16.143,-16.408,13.187
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
