00:01,ET6VK2,-13.874,15.281,24.253
00:02,ET6QKM,-14.908,4.774,27.188
00:03,ET5CK4,-23.441,7.063,26.391
00:04,D8FKL5,-21.660,13.148,23.716
00:05,D8FK84,-23.135,4.872,25.595
00:06,ET6SJ2,-14.644,6.946,26.783
00:07,ET6QMT,-8.695,-8.180,26.294
00:08,ET6NV9,-3.174,-27.794,17.776
00:09,ET6Q05,-2.900,-24.344,22.053
00:10,F47PQM,26.119,2.083,10.067
00:11,F47MNY,-19.214,14.086,23.641
00:12,ET5A8J,-9.531,-24.373,18.858
00:13,F47OYK,16.644,-12.859,12.192
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
