00:01,ET6VK2,-19.084,15.392,23.888
00:02,ET6QKM,-12.802,4.646,27.232
00:03,ET5CK4,-20.653,6.976,26.624
00:04,D8FKL5,-18.184,13.252,23.773
00:05,D8FK84,-21.209,2.694,25.718
00:06,ET6SJ2,-21.265,5.221,26.378
00:07,ET6QMT,-11.104,-8.085,26.290
00:08,ET6NV9,-4.403,-28.021,17.578
00:09,ET6Q05,-5.039,-24.510,22.255
00:10,F47PQM,20.500,0.682,9.552
00:11,F47MNY,-15.920,14.304,23.932
00:12,ET5A8J,-10.398,-24.770,18.792
00:13,F47OYK,18.351,-15.168,12.346
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
