00:01,ET6VK2,-18.272,15.204,24.160
00:02,ET6QKM,-19.135,5.033,27.130
00:03,ET5CK4,-29.353,7.399,25.956
00:04,D8FKL5,-27.302,13.085,23.399
00:05,D8FK84,-25.116,9.193,25.265
00:06,ET6SJ2,-14.096,10.802,26.814
00:07,ET6QMT,-3.656,-8.633,26.299
00:08,ET6NV9,1.053,-27.482,17.688
00:09,ET6Q05,2.756,-23.840,21.987
00:10,F47PQM,25.070,5.960,10.111
00:11,F47MNY,-24.982,14.027,23.302
00:12,ET5A8J,5.197,-24.230,19.290
00:13,F47OYK,26.796,-8.347,12.848
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
