00:01,ET6VK2,-11.744,15.371,24.495
00:02,ET6QKM,-12.955,4.571,27.236
00:03,ET5CK4,-20.574,6.937,26.594
00:04,D8FKL5,-18.996,13.300,23.734
00:05,D8FK84,-21.952,2.613,25.643
00:06,ET6SJ2,-14.700,5.158,26.831
00:07,ET6QMT,-10.885,-7.983,26.444
00:08,ET6NV9,-5.201,-27.994,17.741
00:09,ET6Q05,-5.633,-24.597,22.163
00:10,F47PQM,26.555,0.241,10.032
00:11,F47MNY,-16.286,14.119,23.980
00:12,ET5A8J,-11.600,-24.668,18.854
00:13,F47OYK,16.843,-15.067,12.254
00:14,D8FKR0,--,--,--
00:15,GPFH0S,--,--,--
00:16,F47PPB,--,--,--
